# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                3                4                5                6                7                8                9
#           Crank     Cycle_Number        PISO_Iter        Pres_Iter       Ustar_Iter      Energy_Iter     Density_Iter  Turbulence_Iter     Species_Iter
#           (DEG)           (none)           (none)           (none)           (none)           (none)           (none)           (none)           (none)
#
    4.4191703e+02            13798                8               49                7               13               13                4               44
    4.4199736e+02            13799                8               49                7               13               13                4               46
    4.4209235e+02            13800                8               53                7               13               13                4               48
    4.4217322e+02            13801                8               48                7               13               13                4               46
    4.4225412e+02            13802                8               48                7               13               13                4               46
    4.4235524e+02            13803                8               55                8               13               13                4               46
    4.4246444e+02            13804                8               59                9               13               13                4               48
    4.4254534e+02            13805                8               49                7               13               13                3               44
    4.4264647e+02            13806                8               55                8               13               13                4               44
    4.4272738e+02            13807                8               49                7               13               13                3               44
    4.4280831e+02            13808                8               48                6               13               13                3               46
    4.4288926e+02            13809                8               49                6               13               13                4               44
    4.4297022e+02            13810                8               49                6               13               13                4               44
    4.4307141e+02            13811                8               55                8               13               13                4               44
    4.4316638e+02            13812                8               53                7               13               13                4               46
    4.4324675e+02            13813                8               49                7               13               13                4               48
    4.4332714e+02            13814                8               49                6               13               13                4               44
    4.4340754e+02            13815                8               49                7               13               13                4               44
    4.4348795e+02            13816                8               49                7               13               13                4               44
    4.4358847e+02            13817                8               54                8               13               13                4               44
    4.4366887e+02            13818                8               49                7               13               13                4               44
    4.4374987e+02            13819                8               49                7               13               13                4               52
    4.4383029e+02            13820                7               42                7               11               11                4               44
    4.4393083e+02            13821                8               54                8               13               13                4               44
    4.4401126e+02            13822                8               48                7               13               13                4               44
    4.4411179e+02            13823                8               55                8               13               13                4               48
    4.4419224e+02            13824                8               49                7               13               13                4               46
    4.4427269e+02            13825                8               49                7               13               13                4               44
    4.4435316e+02            13826                7               40                7               11               11                4               44
    4.4444201e+02            13827                8               50                7               13               13                4               48
    4.4452305e+02            13828                8               48                7               13               13                4               44
    4.4460411e+02            13829                8               48                7               13               13                4               44
    4.4470544e+02            13830                8               55                8               13               13                4               52
    4.4478592e+02            13831                8               47                7               13               13                4               44
    4.4486642e+02            13832                8               48                7               13               13                4               46
    4.4496704e+02            13833                9               64                8               15               15                4               44
    4.4504813e+02            13834                8               49                7               13               13                4               44
    4.4512922e+02            13835                8               49                7               13               13                4               44
    4.4522453e+02            13836                8               53                8               13               13                4               46
    4.4530563e+02            13837                8               49                7               13               13                4               44
    4.4538616e+02            13838                8               49                7               13               13                4               46
    4.4548683e+02            13839                8               55                8               13               13                4               48
    4.4556736e+02            13840                7               41                7               11               11                4               44
    4.4564791e+02            13841                8               49                7               13               13                4               44
    4.4574328e+02            13842                8               54                8               13               13                4               44
    4.4582383e+02            13843                8               49                7               13               13                4               44
    4.4590498e+02            13844                8               49                7               13               13                4               44
    4.4599371e+02            13845                8               51                7               13               13                4               44
    4.4607486e+02            13846                8               49                7               13               13                4               44
    4.4615543e+02            13847                7               42                7               11               11                4               44
    4.4623659e+02            13848                8               49                7               13               13                4               44
    4.4632543e+02            13849                8               51                7               13               13                4               44
    4.4641436e+02            13850                8               51                7               13               13                4               44
    4.4649553e+02            13851                8               46                7               13               13                4               44
    4.4657612e+02            13852                7               40                7               11               11                3               44
    4.4665730e+02            13853                8               46                7               13               13                3               44
    4.4673791e+02            13854                8               46                7               13               13                3               44
    4.4682709e+02            13855                8               49                7               13               13                4               44
    4.4690827e+02            13856                8               46                7               13               13                3               44
    4.4698887e+02            13857                8               46                7               13               13                3               44
    4.4707007e+02            13858                8               46                7               13               13                4               44
    4.4715127e+02            13859                8               46                7               13               13                4               44
    4.4723248e+02            13860                8               46                7               13               13                4               44
    4.4731370e+02            13861                8               46                7               13               13                4               44
    4.4739434e+02            13862                8               46                7               13               13                4               46
    4.4747556e+02            13863                8               46                7               13               13                4               44
    4.4756490e+02            13864                8               50                7               13               13                4               46
    4.4764551e+02            13865                8               46                7               13               13                4               44
    4.4772670e+02            13866                8               46                7               13               13                4               44
    4.4780791e+02            13867                8               48                7               13               13                4               44
    4.4788853e+02            13868                8               46                6               13               13                4               44
    4.4796975e+02            13869                7               41                6               11               11                4               44
    4.4805942e+02            13870                8               51                7               13               13                4               48
    4.4814061e+02            13871                8               48                7               13               13                4               44
    4.4822181e+02            13872                7               41                6               11               11                4               44
    4.4830301e+02            13873                8               48                6               13               13                4               44
    4.4839287e+02            13874                8               51                7               13               13                4               44
    4.4847406e+02            13875                7               41                6               11               11                4               44
    4.4855467e+02            13876                7               40                7               11               11                4               44
    4.4863587e+02            13877                8               48                7               13               13                4               50
    4.4873169e+02            13878                8               51                7               13               13                4               44
    4.4881287e+02            13879                7               40                7               11               11                4               44
    4.4889405e+02            13880                7               40                6               11               11                4               44
    4.4897525e+02            13881                8               47                6               13               13                4               44
    4.4905644e+02            13882                8               47                6               13               13                4               44
    4.4913764e+02            13883                8               46                6               13               13                4               44
    4.4921885e+02            13884                7               40                6               11               11                3               46
    4.4930006e+02            13885                8               46                6               13               13                3               44
    4.4938127e+02            13886                7               40                6               11               11                3               44
    4.4947671e+02            13887                8               51                7               13               13                4               48
    4.4955788e+02            13888                8               47                6               13               13                3               44
    4.4963905e+02            13889                7               41                6               11               11                3               44
    4.4972022e+02            13890                7               41                6               11               11                3               44
    4.4981590e+02            13891                8               51                7               13               13                4               44
    4.4989647e+02            13892                8               47                6               13               13                3               44
    4.4997763e+02            13893                8               47                6               13               13                3               44
    4.5005821e+02            13894                8               47                6               13               13                3               44
    4.5013880e+02            13895                8               47                6               13               13                3               44
    4.5021939e+02            13896                8               47                6               13               13                3               44
    4.5029999e+02            13897                8               47                6               13               13                3               44
    4.5038059e+02            13898                8               48                6               13               13                3               48
    4.5048134e+02            13899                8               54                8               13               13                4               48
    4.5056190e+02            13900                8               47                6               13               13                3               44
    4.5064247e+02            13901                8               46                6               13               13                3               44
    4.5072304e+02            13902                8               46                6               13               13                3               44
    4.5080420e+02            13903                8               46                6               13               13                3               44
    4.5088478e+02            13904                8               46                6               13               13                4               44
    4.5096594e+02            13905                8               46                6               13               13                4               44
    4.5104711e+02            13906                8               46                6               13               13                4               44
    4.5112829e+02            13907                8               46                6               13               13                4               44
    4.5120947e+02            13908                8               46                6               13               13                4               44
    4.5129065e+02            13909                8               46                6               13               13                4               44
    4.5137184e+02            13910                8               46                6               13               13                4               44
    4.5145304e+02            13911                8               47                6               13               13                4               48
    4.5153424e+02            13912                8               47                6               13               13                4               44
    4.5161545e+02            13913                7               41                6               11               11                4               44
    4.5169607e+02            13914                7               41                6               11               11                4               44
    4.5177728e+02            13915                7               41                6               11               11                4               44
    4.5185849e+02            13916                7               41                6               11               11                4               44
    4.5193911e+02            13917                7               41                6               11               11                4               44
    4.5203989e+02            13918                8               55                8               13               13                4               44
    4.5214914e+02            13919                8               58                8               13               13                4               44
    4.5223027e+02            13920                7               41                6               11               11                4               44
    4.5231141e+02            13921                7               41                6               11               11                4               44
    4.5239256e+02            13922                7               41                6               11               11                4               44
    4.5249400e+02            13923                8               55                8               13               13                4               44
    4.5258265e+02            13924                7               44                7               11               11                4               44
    4.5266322e+02            13925                7               41                6               11               11                4               44
    4.5274437e+02            13926                8               46                6               13               13                4               44
    4.5282553e+02            13927                7               40                6               11               11                4               44
    4.5290611e+02            13928                7               40                6               11               11                4               44
    4.5298729e+02            13929                7               40                6               11               11                4               46
    4.5306789e+02            13930                7               40                6               11               11                4               44
    4.5314849e+02            13931                7               40                6               11               11                4               44
    4.5322968e+02            13932                7               40                6               11               11                4               44
    4.5331089e+02            13933                7               40                6               11               11                4               44
    4.5339210e+02            13934                8               46                6               13               13                4               44
    4.5349361e+02            13935                8               54                8               13               13                4               44
    4.5357477e+02            13936                8               47                6               13               13                4               44
    4.5365595e+02            13937                8               47                6               13               13                4               44
    4.5373713e+02            13938                8               48                6               13               13                4               48
    4.5381833e+02            13939                7               41                6               11               11                4               44
    4.5389953e+02            13940                8               47                6               13               13                4               44
    4.5398074e+02            13941                8               47                6               13               13                4               44
    4.5406196e+02            13942                8               47                6               13               13                4               44
    4.5416348e+02            13943                8               55                8               13               13                4               44
    4.5424409e+02            13944                7               41                6               11               11                4               44
    4.5432470e+02            13945                7               41                6               11               11                4               44
    4.5442547e+02            13946                8               54                7               13               13                4               44
    4.5450667e+02            13947                7               41                6               11               11                4               44
    4.5458788e+02            13948                7               41                6               11               11                4               44
    4.5466851e+02            13949                7               41                6               11               11                4               44
    4.5474915e+02            13950                7               41                6               11               11                4               44
    4.5483038e+02            13951                7               41                6               11               11                4               44
    4.5491103e+02            13952                7               41                6               11               11                4               44
    4.5499169e+02            13953                7               41                6               11               11                4               44
    4.5507236e+02            13954                8               48                6               13               13                4               44
    4.5515361e+02            13955                7               41                6               11               11                4               44
    4.5523429e+02            13956                7               41                6               11               11                4               44
    4.5531556e+02            13957                7               41                6               11               11                4               44
    4.5539624e+02            13958                7               41                6               11               11                4               44
    4.5547693e+02            13959                7               41                6               11               11                4               44
    4.5556640e+02            13960                7               45                7               11               11                4               44
    4.5566224e+02            13961                8               53                7               13               13                4               44
    4.5575182e+02            13962                8               52                7               13               13                4               44
    4.5583305e+02            13963                7               41                6               11               11                4               44
    4.5591429e+02            13964                8               48                6               13               13                4               44
    4.5599496e+02            13965                8               48                6               13               13                4               44
    4.5607622e+02            13966                7               41                6               11               11                4               44
    4.5616513e+02            13967                8               52                7               13               13                4               44
    4.5624637e+02            13968                7               41                6               11               11                4               44
    4.5632762e+02            13969                7               41                6               11               11                4               44
    4.5640887e+02            13970                8               48                6               13               13                4               44
    4.5648955e+02            13971                8               48                6               13               13                4               44
    4.5657024e+02            13972                7               41                6               11               11                4               44
    4.5667109e+02            13973                8               55                7               13               13                4               44
    4.5675234e+02            13974                7               41                6               11               11                4               44
    4.5683301e+02            13975                7               41                6               11               11                4               44
    4.5692231e+02            13976                7               44                7               11               11                4               44
    4.5700297e+02            13977                7               41                6               11               11                4               44
    4.5708365e+02            13978                8               48                6               13               13                4               44
    4.5716432e+02            13979                7               41                6               11               11                4               44
    4.5724501e+02            13980                8               47                6               13               13                4               44
    4.5732628e+02            13981                8               47                6               13               13                4               44
    4.5742174e+02            13982                8               52                7               13               13                4               44
    4.5750299e+02            13983                7               42                6               11               11                4               44
    4.5759229e+02            13984                8               52                7               13               13                4               44
    4.5767353e+02            13985                8               47                6               13               13                4               44
    4.5775420e+02            13986                7               41                6               11               11                4               44
    4.5783545e+02            13987                7               43                6               11               11                4               44
    4.5791671e+02            13988                8               48                6               13               13                4               44
    4.5799798e+02            13989                8               49                6               13               13                4               44
    4.5807866e+02            13990                8               48                6               13               13                4               44
    4.5816776e+02            13991                8               52                7               13               13                4               44
    4.5824842e+02            13992                8               48                6               13               13                4               44
    4.5832966e+02            13993                7               41                6               11               11                4               44
    4.5841866e+02            13994                8               52                7               13               13                4               44
    4.5849932e+02            13995                7               41                6               11               11                4               44
    4.5860013e+02            13996                8               57                7               13               13                4               44
    4.5868136e+02            13997                7               41                6               11               11                4               44
    4.5878290e+02            13998                8               57                7               13               13                4               44
    4.5886413e+02            13999                7               42                6               11               11                4               44
    4.5894536e+02            14000                7               42                6               11               11                4               44
    4.5904690e+02            14001                8               55                7               13               13                4               44
    4.5912754e+02            14002                8               48                6               13               13                3               44
    4.5920877e+02            14003                7               41                6               11               11                3               44
    4.5928942e+02            14004                8               47                6               13               13                3               44
    4.5939023e+02            14005                8               56                7               13               13                4               44
    4.5947087e+02            14006                7               41                6               11               11                3               44
    4.5957166e+02            14007                8               56                7               13               13                4               44
    4.5965230e+02            14008                7               42                6               11               11                3               44
    4.5973294e+02            14009                9               53                6               15               15                4               48
    4.5981358e+02            14010                7               42                6               11               11                4               44
    4.5990269e+02            14011                7               43                7               11               11                4               44
    4.5998332e+02            14012                8               48                6               13               13                3               44
    4.6007218e+02            14013                7               43                7               11               11                4               44
    4.6015280e+02            14014                7               42                6               11               11                3               44
    4.6023401e+02            14015                7               42                6               11               11                4               44
    4.6031523e+02            14016                8               48                6               13               13                4               44
    4.6039645e+02            14017                7               42                6               11               11                4               44
    4.6048572e+02            14018                8               52                7               13               13                4               44
    4.6056692e+02            14019                7               42                6               11               11                4               44
    4.6065633e+02            14020                7               45                7               11               11                4               44
    4.6074579e+02            14021                9               59                7               15               15                4               44
    4.6082699e+02            14022                7               42                6               11               11                4               44
    4.6092848e+02            14023                8               57                7               13               13                4               44
    4.6100910e+02            14024                7               41                6               11               11                3               44
    4.6108972e+02            14025                7               42                6               11               11                3               46
    4.6119050e+02            14026                8               55                7               13               13                4               46
    4.6127111e+02            14027                7               42                6               11               11                3               44
    4.6136012e+02            14028                8               51                7               13               13                4               46
    4.6144073e+02            14029                7               41                6               11               11                3               44
    4.6152135e+02            14030                7               42                6               11               11                3               44
    4.6160255e+02            14031                8               49                6               13               13                3               44
    4.6170405e+02            14032                8               57                7               13               13                4               46
    4.6178524e+02            14033                8               49                6               13               13                3               46
    4.6186644e+02            14034                7               42                6               11               11                3               44
    4.6194706e+02            14035                7               42                6               11               11                3               46
    4.6202826e+02            14036                7               41                6               11               11                4               44
    4.6210889e+02            14037                7               41                6               11               11                4               44
    4.6218952e+02            14038                7               41                6               11               11                4               44
    4.6227074e+02            14039                8               48                6               13               13                4               44
    4.6235967e+02            14040                8               51                6               13               13                4               44
    4.6244085e+02            14041                7               41                6               11               11                3               44
    4.6252204e+02            14042                7               42                6               11               11                3               44
    4.6260266e+02            14043                7               41                6               11               11                3               44
    4.6268386e+02            14044                8               48                6               13               13                3               44
    4.6276506e+02            14045                7               42                6               11               11                3               44
    4.6284569e+02            14046                8               48                6               13               13                3               48
    4.6292632e+02            14047                7               42                6               11               11                3               44
    4.6300754e+02            14048                7               42                6               11               11                3               44
    4.6309652e+02            14049                8               52                6               13               13                3               48
    4.6317770e+02            14050                7               43                6               11               11                3               44
    4.6325831e+02            14051                7               43                6               11               11                3               44
    4.6333892e+02            14052                7               43                6               11               11                3               44
    4.6342012e+02            14053                7               43                6               11               11                3               44
    4.6350133e+02            14054                7               43                6               11               11                3               44
    4.6358195e+02            14055                7               43                6               11               11                3               44
    4.6366259e+02            14056                7               43                6               11               11                3               44
    4.6374381e+02            14057                7               43                6               11               11                3               44
    4.6382445e+02            14058                8               49                6               13               13                3               44
    4.6390509e+02            14059                7               43                6               11               11                3               44
    4.6398632e+02            14060                7               43                6               11               11                3               44
    4.6406756e+02            14061                7               43                6               11               11                3               44
    4.6415671e+02            14062                7               43                6               11               11                3               46
    4.6423731e+02            14063                8               49                6               13               13                3               46
    4.6433288e+02            14064                7               46                7               11               11                4               46
    4.6441348e+02            14065                7               43                6               11               11                3               44
    4.6449467e+02            14066                7               43                6               11               11                3               44
    4.6457529e+02            14067                7               43                6               11               11                3               46
    4.6467071e+02            14068                8               52                7               13               13                4               44
    4.6477979e+02            14069                8               59                7               13               13                4               44
    4.6486897e+02            14070                8               51                6               13               13                4               44
    4.6495822e+02            14071                8               51                6               13               13                4               46
    4.6503884e+02            14072                7               43                6               11               11                3               44
    4.6513961e+02            14073                7               49                7               11               11                4               44
    4.6522022e+02            14074                7               42                6               11               11                3               44
    4.6530143e+02            14075                7               42                6               11               11                4               44
    4.6539052e+02            14076                7               44                6               11               11                4               44
    4.6547114e+02            14077                7               42                6               11               11                4               44
    4.6555235e+02            14078                7               43                6               11               11                4               44
    4.6563298e+02            14079                9               55                6               15               15                4               54
    4.6571420e+02            14080                8               49                6               13               13                4               44
    4.6579542e+02            14081                7               43                6               11               11                3               44
    4.6587666e+02            14082                7               43                6               11               11                4               44
    4.6596561e+02            14083                8               50                6               13               13                4               46
    4.6604623e+02            14084                7               41                6               11               11                3               44
    4.6612744e+02            14085                7               43                6               11               11                3               44
    4.6621649e+02            14086                7               44                6               11               11                3               44
    4.6629711e+02            14087                7               42                6               11               11                4               44
    4.6637832e+02            14088                8               49                6               13               13                3               44
    4.6645896e+02            14089                7               42                6               11               11                3               44
    4.6653960e+02            14090                8               49                6               13               13                3               44
